temizlenmis_metin,Kategori1,Kategori2,combined_label,ÜCRET İADESİ,BAGAJ,MÜŞTERİ HİZMETLERİ,UYGULAMA/TEKNİK,RÖTAR
thyt azminat öde gecik mağduriyet gider tarih i̇stanbul havaliman çıkış uç bilet fazla nedeniyle iptal ed ban euro tutar tazminat öde bildir öde satış ofis al söylen ancak i̇stanbul havaliman satış ofis başvur kasa par ol gerekçe öde yap belirt tarih yana yaklaşık haf tazminat al uğraş i̇ki müşteri hizmet ara ban eposta yoluyla öde al söylen ancak eposta üzer net bir çöz sun süreç uza ’ndan yaşa mağduriyet gider konu hakkında açıkla yap tazminat bedel artır kısa öde talep ed uygulamatekni̇k ücret i̇adesi̇,UYGULAMA/TEKNİK,ÜCRET İADESİ,UYGULAMA/TEKNİK,0,0,0,1,0
bilet sat alım sonra fiyat düş nedeniyle mağduriyet kas tarih i̇stanbulbelgrad uç web sitesiüzerinden rpvhz kod bilet tl sat al ancak bilet al sadece bir hafta sonra aynı uçuş fiyat tl düş fark et bilet herhangi bir promosyonveyakampanyakapsamında ekonomi sınıf ol alın dolayı mağduriyet yaşa ara tllik fiyat fark iade ed talep ed ana kadar müşteri hizmet iletişim geç konu ilgili mağduriyet gider ed uygulamatekni̇k ücret i̇adesi̇,UYGULAMA/TEKNİK,ÜCRET İADESİ,UYGULAMA/TEKNİK,0,0,0,1,0
bilet fiyat fark i̇adesi taleb yanıt kal tarih ’nın resmi web site esenboğa ankara – los angeles lax uç kas aralık tarih bilet tl öde pnr numara ral hr bilet numara sat al bugün aynı uçuş fiyat kontrol et tl ol görün ara tl’lik bir fark oluş adil olmadığ düşün ara fiyat fark iade ed talep ed konu ilgili ol müşteri hizmet iletişim geç ancak herhangi bir çöz sun “bir yapamayız” yanıt al bilet iade değişik koşul hakkında herhangi bir bilgilen yap fiyat fark iade ed ed uygulamatekni̇k ücret i̇adesi̇,UYGULAMA/TEKNİK,ÜCRET İADESİ,UYGULAMA/TEKNİK,0,0,0,1,0
bagaj kaybol mağduriyet gider eylül tarih adanaerzurum uç rezervasyon numara vnlmkd bagaj kaybol uçuş sonra saat ’ten yana yaklaşık saat bagaj ulaş havaliman kayıp bagaj ofis başvur işlem firma üzer yürüt öğren turkish airlines üzer bagaj aksak takip form oluş müşteri hizmet görüş konu çöz gerek belirt ancak form oluş herhangi bir çöz sun bagaj kıyafet kişisel bakı ürün ayakkabı saç şekillen takı eşya bulun yarın sabah ’da resmi kıyafet katıl gerek bir kongre var mağduriyet nedeniyle görev ol akademik etkin sekte uğra ’nın valiz teslim et yaşa mağduriyet çöz sun ben son derece zor bırak valiz kısa teslim ed talep ed bagaj müşteri̇ hi̇zmetleri̇,BAGAJ,MÜŞTERİ HİZMETLERİ,BAGAJ,0,1,0,0,0
elit üye puan sürekli yüksel mağdur ed elit ol el gele tk numara yolcu zaman yaklaş elit ol sürekli oil yüksel etik ay kaç uçma lazım insan mağdur et sistem yap yaklaş uç hesapl tam ol yakın bazen sürekli çıkar şirket ol kazan sadece bura bilet al kısı sayı ol mağdur ed buna bir çöz bul sus devam ed ben yaz devam ed uygulamatekni̇k,UYGULAMA/TEKNİK,,UYGULAMA/TEKNİK,0,0,0,1,0
yanlış şehr gönder bagaj nedeniyle mağduriyet yaşa eylül tarih tk sefer sayılı uç bagaj başka bir yolcu adına hannover havaliman gönder valiz içeri airtag sayesinde bagaj hannover havaliman ol kendi tespit et süreç gaziantep havaliman personel ara kesinlikle yardımcı ol ilgi davran bagaj ban saat gecik ol teslim ed valiz kendi al zor kal yanlış şehr gönder bagaj al hannover gid gel zor kal toplam euro ulaş masraf ol öde elden yap taksi herhangi bir fiş makbuz al ilgili dustk numara tutanak oluş ancak bugün kadar herhangi bir çöz geri dönüş sağ yaşa maddi kayb karşı konu ilgili bir açıkla yap talep ed bagaj ücret i̇adesi̇,BAGAJ,ÜCRET İADESİ,BAGAJ,0,1,0,0,0
on ol değiş uçuş çöz eksik tripcom üzer kredi kart sat al vf pnr kod langkawiden i̇zmire aktar tek bilet uç saat hiçbir on bilgilen yap değiş sadece bilet değiş şekl bir mesaj al değişik sonuc aktar uç bin mağduriyet nedeniyle tripcom müşteri hizmet iletişim geç fakat herhangi bir çöz sun bilet sat alın yaklaşık gün sonra eylül civar sor yaşa mağduriyet tamamen gider uç sat al bilet gerçek kendi rıza dış yapılan değişik nedeniyle iki kişi toplam euro tazminat öde talep ed ücret i̇adesi̇ uygulamatekni̇k,ÜCRET İADESİ,UYGULAMA/TEKNİK,UYGULAMA/TEKNİK,0,0,0,1,0
aynı firma tekrarla bavul hasar i̇lgisizlik tarih a jet hakkari yüksekova havaliman yap uç bavul tekerleğ kır aynı firma yaşa ikinci benzer artık gerçekten bık bavul teslim al kırık ol hemen ora yetkili bildir prosedür eksik yerine getir ban fotoğraf yükle söyle yükle ancak ara bir ay geç rağmen herhangi bir geri dönüş al bavul sadece tekerleğ kır garanti kapsam yeni bir bavul al zor kal maddi kayb uğra önce benzer bir sor yaşa artık mağduriyet gider ist maddi tazminat talep ed sürec kadar uza ilgi nedeniyle şikayet mahkeme taşı düşün yaşa mağduriyet bir an önce gider maddi tazminat öde talep ed ücret i̇adesi̇ bagaj,ÜCRET İADESİ,BAGAJ,BAGAJ,0,1,0,0,0
soyad hata nedeniyle check yap i̇lgisiz müşteri hizmet mobil uygula üzer al i̇stanbulmalatya uç bilet soyad yanlışlıkla meryem suvee ol yaz doğru soyad meryem suver ol check işlem yap konu ilgili müşteri hizmet ara form doldur gerek iş gün içinde dönüş yap söylen ancak uç gece ol acil çöz iste fakat sadece form acil yazın erken yap um şekl ilgi bir yanıt al önce başka bir havayol şirket benzer bir hata yaşa telefon hemen düzelt ayrıca müşteri temsilci konuş çöz odak ol ilgi bir tavır karşı acil ol soyad düzelt check işlem onayla talep ed konu mağduriyet yaşa iste hızlı çöz odak bir yaklaşım bekl uygulamatekni̇k müşteri̇ hi̇zmetleri̇,UYGULAMA/TEKNİK,MÜŞTERİ HİZMETLERİ,UYGULAMA/TEKNİK,0,0,0,1,0
kayıp bagaj yetersiz bilgilen nedeniyle yaşa mağduriyet tarih brüksel sabiha gökçen’e gerçek uçuş sonra bagaj teslim ed toplam kilo valiz kaybol içinde eşya bulun bagaj ol konu hiçbir açıkla yap herhangi bir bilgilen al havaliman kayıp bagaj rapor oluş rağmen bir referans numara ver müşteri hizmet hiçbir şekil geri dönüş sağ bagaj brüksel mi i̇stanbul’da kal konu hiçbir ver mağduriyet artır eşya bir an önce bulun süreç ilgili açık net bir bilgilen yap talep ed bagaj müşteri̇ hi̇zmetleri̇,BAGAJ,MÜŞTERİ HİZMETLERİ,BAGAJ,0,1,0,0,0
uç kaybol valiz hakkında destek al eylül tarih berlin ankara ’in vf ardından vf numara uç seyahat et ankara esenboğa havaliman var iki valiz kaybol öğren havaliman saatlerce bekle rağmen hiçbir görev yardımcı ol yalnızca kayıp eşya takip numara esbvf ver valiz berlin ol söylen kesin bir ulaş kişisel eşya kıyafet valiz ol bil bir şehir mağdur ol yaklaşık saat valiz kayıp süreç defalarca müşteri hizmet ara havaliman muhatap ol bir görev bekle ancak hiçbir şekil sonuç al valiz ol zaman teslim ed yaşa maddi zarar karşı karşı konu ban hiçbir ver valiz içinde yaklaşık euro değer eşya bulun süreç kullan zor ol eşya tekrar al zor kal ’ten kaybol valiz bir an önce bulun süreç uğra maddi zarar tazmin ed talep ed bagaj müşteri̇ hi̇zmetleri̇,BAGAJ,MÜŞTERİ HİZMETLERİ,BAGAJ,0,1,0,0,0
çift yan yana otur i̇çin ekstra ücret alın adil eylül saat ankarabodrum seferi uçuş no vf pnr sttn eş birlikte aynı an iki bilet al ancak koltukla rastgele şekil eş başka bir kadın yolcu ara ben erkek yolcu ara yerleş yan yana otur ekstra ücret öde gerek ücret ol çift yan yana otur ancak par mümkün ol ban mantık adalet gel uygula değiş özellikle birlikte bilet al yolcu sistem tarafından otomatik ol yan yana otur talep ed lütfen konu bir düzenle yap uygulamatekni̇k,UYGULAMA/TEKNİK,,UYGULAMA/TEKNİK,0,0,0,1,0
mobil biniş kart soru müşteri hizmet yetersiz nedeniyle mağduriyet a jet kendi internet site üzer al dubai sabiha gökçe uç ps z rezervasyon numara check işlem yap ancak mobil biniş kart “basıldı” ol görün rağmen kart gör al sor yaklaşık saat önce başla hala devam ed süreç a jet müşteri hizmet iki ara ancak ban yardımcı ol havaliman ara gerek söyle yurt dış ol belirt rağmen mağduriyet ilgilen çöz sun benzer bir soru önce uç yaşa müşteri hizmet yetersiz nedeniyle tekrar mağdur ed uç saat kal acil ol biniş kart ulaş talep ed yurt dış mağdur ed bir yaşa önlem alın ist uygulamatekni̇k müşteri̇ hi̇zmetleri̇,UYGULAMA/TEKNİK,MÜŞTERİ HİZMETLERİ,UYGULAMA/TEKNİK,0,0,0,1,0
uç yaşa valiz kayb mağduriyet eylül tarih vf brükselsabiha gökçe eylül tarih vf sabiha gökçendalaman uç ciddi mağduriyet yaşa brüksel havaliman yaşa teknik sorun nedeniyle bütün işlem manuel ol gerçek uçuş bin sistem kayded valiz aktar yönlen ’daki uçağ yaşa teknik aksak rağmen son dakika kadar ertele büyük bir koşuş yetiş uçağ alımla ’da başla ’a ertele söylen ancak uçak ’a kadar hareket et valiz sabiha gökçe aktar dalaman gönder belirt rağmen sadece sabiha gökçen’e yönlen dalaman ilet sabiha gökçen’deki uç ertele ilk uçağ fazla bilet sat ara yolcu alın sonra uçak dalaman ulaş saat ’du süreç neredeyse bir gün boyunca havaalan yemek yi alışveriş yap bir şişe su bile al fırsat ver i̇lk uç sadece bir bardak çay ikra ed ikinci uç herhangi bir ikra ol neredeyse eşya valiz ol an alışveriş giysi kayıp ayrıca valiz kayıp rapor acilen başka bir ala yönlen duty free alışveriş hakk tanı tutanak tutul geri dön belirt havaalan kayıp tutanağ oluş dosya referans dlmvf sep gmt ben birlikte başka yolcu aynı sorun yaşa bagaj kaybed aile fark ülke yolcu var i̇lk böyle bir mağduriyet yaş ’ten valiz bulun yaşa mağduriyet gider duty free alışveriş hakk telafi ed talep ed bagaj ücret i̇adesi̇,BAGAJ,ÜCRET İADESİ,BAGAJ,0,1,0,0,0
ajeti̇le kaybol valiz mağduriyet eylül tarih berlin ankara vf ardından vf numara uç seyahat et varış toplam dört valiz kaybol havaliman saatlerce bekle rağmen hiçbir görev yardımcı ol ban yalnızca takip numara esbvf ver bil bir şehir kişisel eşya kıyafet valiz ol mağdur ol defalarca müşteri hizmet telefon ara havaliman muhatap ol bir görev bekle ancak hiçbiri sonuç al valiz ol zaman gel zarar karşı karşı konu ban hiçbir ver valiz içinde yaklaşık euro değer eşya bulun süreç kullan zor ol eşya tekrar al zor kal ’ten kaybol valiz bir an önce bulun süreç uğra maddi zarar tazmin ed talep ed bagaj ücret i̇adesi̇,BAGAJ,ÜCRET İADESİ,BAGAJ,0,1,0,0,0
hak bagaj ücret eksik bilgilen nedeniyle mağduriyet tarih vf stnsaw sefer i̇stanbula dönüşüm esnasında boarding sırasında kapı yetkili kişi bagaj bagaj boyut ölç bir alet koy iste fakat ölçü cihaz kesinlikle kabin bagaj boyut küçük bagaj buna sığ büyük ol uçak alt git gerek ekstra ücret öde gerek söyle bakıcı uçak alt git kabul et öde yap aksi hal ben uçuş kabul ed söyle kart tl çek kabin bagaj belirli boyut ol ist i biletleme işlem belirt zor aksi hal şekil mağduriyet yaşa i̇ade ed ist aksi hal hukuki sürec başla bildir iste ücret i̇adesi̇ bagaj,ÜCRET İADESİ,BAGAJ,BAGAJ,0,1,0,0,0
sat al koltuk yerine orta koltuk ver ücret i̇ade ed eylül tarih bodrum sabiha gökçen’e gerçek vf sefer sayılı uçuş pnr kod ggf acil çıkış kapı koridor ol d numara koltuğ seç sat al premium paket kapsam acil çıkış koltuğ yaklaşık tl ara bir ek ücret öde ancak ban önceden herhangi bir ver bilet b acil çıkış orta koltuk ol değiş tek baş seyahat ed bir yolcu ol ücret öde orta koltuk al mantık koridor koltuğ sat al değişik yine koridor ver gerek uçuş sırasında kabin ekib ilet son an uçak değişik nedeniyle böyle bir yaşa yardımcı ol söyle önce benzer bir soru başka bir uç yaşa saatlerce müşteri hizmet uğraş zor kal tekrar ara çekin öde koltuk ücret iade ed talep ed uygulamatekni̇k ücret i̇adesi̇,UYGULAMA/TEKNİK,ÜCRET İADESİ,UYGULAMA/TEKNİK,0,0,0,1,0
ekstra ücret öde koltukla değiş mağdur ed kardeş şirket eylül gün tsm pnr kod işe uçuş bilet al ücret fazla öde a b koltuk seç uçuş önce valiz teslim ed sıra koltuk numara a b ol el görsel ispat madem böyle fazla par öde anla uygulamatekni̇k,UYGULAMA/TEKNİK,,UYGULAMA/TEKNİK,0,0,0,1,0
uç bilgilen eksik mağduriyet haziran tarih sabiha gökçen’den saat ’da kalk gerek s k z pnr numara i̇stanbul–esenboğa–diyarbakır aktar uç tam bir fiyasko dönüş uçağ zamanında bin rağmen bir saat fazla sür boyunca içeri hiçbir açıkla yap bekle kabin ekib yolcu bilgilen soru yanıt ver gecik nedeniyle aktar uç bağlantı kaçır diyarbakır zamanında ulaş katıl gerek iş görüşme kaçır maddi kayb uğra gecik sırasında sonra müşteri hizmet iletişim geç rağmen hiçbir şekil yardımcı ol herhangi bir bilgilen yap yolcu mağduriyet kadar göz ard ed iletişim kabul ed bilet ücret iade maddi kayb tazminat öde resmi bir özür talep ed mağduriyet kısa gider bekl ücret i̇adesi̇ rötar,ÜCRET İADESİ,RÖTAR,RÖTAR,0,0,0,0,1
uç bilgilen eksik mağduriyet haziran tarih sabiha gökçen’den saat ’da kalk gerek s k z pnr numara i̇stanbul–esenboğa–diyarbakır aktar uç tam bir fiyasko dönüş uçağ zamanında bin rağmen bir saat fazla sür boyunca içeri hiçbir açıkla yap bekle kabin ekib yolcu bilgilen soru yanıt ver gecik nedeniyle aktar uç bağlantı kaçır diyarbakır zamanında ulaş katıl gerek iş görüşme kaçır maddi kayb uğra gecik sırasında sonra müşteri hizmet iletişim geç rağmen hiçbir şekil yardımcı ol herhangi bir bilgilen yap yolcu mağduriyet kadar göz ard ed iletişim kabul ed bilet ücret iade maddi kayb tazminat öde resmi bir özür talep ed mağduriyet kısa gider bekl ücret i̇adesi̇ rötar,ÜCRET İADESİ,RÖTAR,RÖTAR,0,0,0,0,1
uç bilgilen eksik mağduriyet haziran tarih sabiha gökçen’den saat ’da kalk gerek s k z pnr numara i̇stanbul–esenboğa–diyarbakır aktar uç tam bir fiyasko dönüş uçağ zamanında bin rağmen bir saat fazla sür boyunca içeri hiçbir açıkla yap bekle kabin ekib yolcu bilgilen soru yanıt ver gecik nedeniyle aktar uç bağlantı kaçır diyarbakır zamanında ulaş katıl gerek iş görüşme kaçır maddi kayb uğra gecik sırasında sonra müşteri hizmet iletişim geç rağmen hiçbir şekil yardımcı ol herhangi bir bilgilen yap yolcu mağduriyet kadar göz ard ed iletişim kabul ed bilet ücret iade maddi kayb tazminat öde resmi bir özür talep ed mağduriyet kısa gider bekl ücret i̇adesi̇ rötar,ÜCRET İADESİ,RÖTAR,RÖTAR,0,0,0,0,1
bilet i̇sim hata nedeniyle uçuş yetiş risk eylül tarih saat ’te gerçek kahramanmaraşankara uç obilet uygula üzer firma sr pnr numara bilet sat al bilet ism yanlış yaz ism “bilal nadir kineş” ol gerek “bilal” ad “nadir” soyad şekl kayded online check yap çalış kimlik eş ol işlem tamamla uçuş saat bir sür kal acil destek ihtiyac var obilet müşteri hizmet ara geri bildiri form oluş ancak yaklaşık saat dönüş al tl öde yap bilet is düzelt acilen yap uçuş yetiş hızlı bir çöz sun ed uygulamatekni̇k müşteri̇ hi̇zmetleri̇,UYGULAMA/TEKNİK,MÜŞTERİ HİZMETLERİ,UYGULAMA/TEKNİK,0,0,0,1,0
a jet uçağ alın bilet ücret i̇adesini i̇stiyoruz tarih ankara esenboğa havaliman a jet yaşa problem nedeniyle mağdur ol bilet numara toplam öde yap check sırasında bagaj işlem kapan söylen bilet ver doğrudan uçağ yönlen uçak kapı qr kod oku uçağ bin süreç a jet müşteri hizmet henüz iletişim geç yaşa mağduriyet gider öde bilet ücret iade ed talep ed ücret i̇adesi̇ uygulamatekni̇k,ÜCRET İADESİ,UYGULAMA/TEKNİK,UYGULAMA/TEKNİK,0,0,0,1,0
koltuk değişik sonra ücret i̇adesi yap müşteri oyala tarih antalya sabiha gökçen’e ol a jet uç numara bilet a b numara koltuk sat al ancak uçuş gün koltuk önce b a ol değiş sonra a koltuğ c’ye çevr değişik tamamen ben dış gerçek koltukla toplam tl tl x öde yap yaşa değişik nedeniyle ücret iade taleb bulun müşteri hizmet defalarca iletişim geç form doldur son ol bank iste fakat hala herhangi bir iade yap net bir yanıt al para kendi kart çekil rağmen iade konu sürekli oyala düşün koltuk ücret bir an önce eksik ol iade ed talep ediyorumbir kullan uygulamatekni̇k ücret i̇adesi̇,UYGULAMA/TEKNİK,ÜCRET İADESİ,UYGULAMA/TEKNİK,0,0,0,1,0
online check soru nedeniyle uçağ kaçır eylül cuma gün ankara esenboğa sabiha gökçen’e ol f k rezervasyon numara uç online check yap iste doğru ol rağmen sistem sürekli hata ver işlem tamam yaklaşık saat boyunca soru çöz çalış süreç müşteri temsilci görüş teyit et doğru ol söyle uygula tara giriş yap öner dene ancak ol sesli ol check yap iste yardımcı ol i̇lk müşteri temsilci türk karakter is sor ol belirt sonuncu kaynak ol söyle tekrar deneme iste müşteri temsilci birbir çelişki ver ses kayıt ara saat sistem mevcut ancak herhangi bir şekil yardımcı ol sonuç ol online check yap dakika önce gel ol rağmen uçağ kaçır mağdur ol tutar öde yap yaşa mağduriyet gider aynı tutar bilet kupon ücret iade talep ed uygulamatekni̇k ücret i̇adesi̇,UYGULAMA/TEKNİK,ÜCRET İADESİ,UYGULAMA/TEKNİK,0,0,0,1,0
banko karmaşa nedeniyle ekstra bagaj ücret öde zor kal tarih ankara esenboğa havaliman i̇zmir’e gerçek ol uç iki yolcu ol tek bagaj teslim et iste ancak banko ön ciddi bir karışık yaşa banko otomatik manuel kayıt yap nedeniyle uzun sür sır bekle zor kal karışık zaman kaybet sonra fark ed bagaj zamanında teslim ed kabin al fazladan öde yap zor kal uç sıkça yaşa rötar yolcu ol herhangi bir hak taleb bulun ancak sefer tamamen banko ön organizasyon eksik kaynaklan bir mağduriyet yaşa ekstra öde ücret iade ed talep ed uygulamatekni̇k ücret i̇adesi̇,UYGULAMA/TEKNİK,ÜCRET İADESİ,UYGULAMA/TEKNİK,0,0,0,1,0
te koltuk seçi personel tavr hayal kırık yarat bir asla kişilik aile kadar jet bilet al arkadan sır ver gişe çalış sor tam ters cevap ver geç git sistem ön başl yalan ilk git sistem arkadan ver yalan üslup uçak firma sahib çalış başka havaalan yardımcı ol samsun havaalan saçma sap bir ye uygulamatekni̇k müşteri̇ hi̇zmetleri̇,UYGULAMA/TEKNİK,MÜŞTERİ HİZMETLERİ,UYGULAMA/TEKNİK,0,0,0,1,0
uç valiz kır geri dönüş yap eylül tarih ankara i̇stanbul sabiha gökçe aktar ol budapeşte yap uç bagaj hizmet büyük bir mağduriyet yaşa budapeşte bagaj teslim alan valiz al tekerleğ ol kısm ez kır sonuc valiz alt kısm kır gör ayrıca valiz fermuar patla valiz bütün hal kal bantla yapış bant valiz zarar ver valiz kullan hal budapeşte görev kişi birlikte hemen bir damage report form doldur form numara budvf ancak işlem üzer günle geç rağmen ban herhangi bir geri dönüş yap yurt dış ol müşteri hizmet iletişim geç yaklaşık euro değer valiz garanti kapsam ancak seyahat sigorta mevcut valiz şekil zarar gör iletişim eksik nedeniyle mağdur ol ’ten zarar gör valiz ücret iade ed talep ed bagaj ücret i̇adesi̇,BAGAJ,ÜCRET İADESİ,BAGAJ,0,1,0,0,0
i̇ki i̇ptal ed uç tedavi sürec aksat mağduriyet yaşa eylül tarih alanya gazipaşa ankara git üzere a jet ’ndan vf numara uçuş bilet al ancak uç iptal ed ban herhangi bir gerek sun ardından eylül yönlen fakat uçuş iptal ed iki iptal sadece mesaj eposta bilgilen iptal ed dair hiçbir açıkla yap şirket par iade yeni bilet öneri sun ancak sürekli uç öne çekil sonunda erken pazartesi gün ’a bilet al toplam gün boyunca mağdur ol özellikle ankara tedavi gör gerek gecik ben ciddi bir mağduriyet oluş bilet ücret kredi kart yaklaşık tl ol öde yaşa mağduriyet gider süreç fazla mağdur ol hassasiyet göster talep ed ücret i̇adesi̇ rötar,ÜCRET İADESİ,RÖTAR,RÖTAR,0,0,0,0,1
i̇ki i̇ptal ed uç tedavi sürec aksat mağduriyet yaşa eylül tarih alanya gazipaşa ankara git üzere a jet ’ndan vf numara uçuş bilet al ancak uç iptal ed ban herhangi bir gerek sun ardından eylül yönlen fakat uçuş iptal ed iki iptal sadece mesaj eposta bilgilen iptal ed dair hiçbir açıkla yap şirket par iade yeni bilet öneri sun ancak sürekli uç öne çekil sonunda erken pazartesi gün ’a bilet al toplam gün boyunca mağdur ol özellikle ankara tedavi gör gerek gecik ben ciddi bir mağduriyet oluş bilet ücret kredi kart yaklaşık tl ol öde yaşa mağduriyet gider süreç fazla mağdur ol hassasiyet göster talep ed ücret i̇adesi̇ rötar,ÜCRET İADESİ,RÖTAR,RÖTAR,0,0,0,0,1
i̇ki i̇ptal ed uç tedavi sürec aksat mağduriyet yaşa eylül tarih alanya gazipaşa ankara git üzere a jet ’ndan vf numara uçuş bilet al ancak uç iptal ed ban herhangi bir gerek sun ardından eylül yönlen fakat uçuş iptal ed iki iptal sadece mesaj eposta bilgilen iptal ed dair hiçbir açıkla yap şirket par iade yeni bilet öneri sun ancak sürekli uç öne çekil sonunda erken pazartesi gün ’a bilet al toplam gün boyunca mağdur ol özellikle ankara tedavi gör gerek gecik ben ciddi bir mağduriyet oluş bilet ücret kredi kart yaklaşık tl ol öde yaşa mağduriyet gider süreç fazla mağdur ol hassasiyet göster talep ed ücret i̇adesi̇ rötar,ÜCRET İADESİ,RÖTAR,RÖTAR,0,0,0,0,1
uçuş saat erke alın nedeniyle ulaş mağduriyet tarih i̇stanbul sabiha gökçen’den batman ol uç yaklaşık bir ay önce ’ten tl öde kredi kart rezervasyon yap pnr no afef uçuş saat ol planla hiçbir makul gerek sun uçuş saat ’e çekil ilet değişik nedeniyle önce yap ulaş program tamamen aksa i̇stanbul avrupa yaka ikamet et sabah erken saat havaliman ulaş neredeyse imkan hal gel konu ilgili müşteri hizmet iletişim geç gün başka bir uçuş ol belirt herhangi bir çöz sun uçuş saat erke alın nedeniyle mağdur ol ulaş desteğ talep ed planla şekil havaliman ulaş desteğ sağ ed müşteri̇ hi̇zmetleri̇ rötar,MÜŞTERİ HİZMETLERİ,RÖTAR,RÖTAR,0,0,0,0,1
uçuş saat erke alın nedeniyle ulaş mağduriyet tarih i̇stanbul sabiha gökçen’den batman ol uç yaklaşık bir ay önce ’ten tl öde kredi kart rezervasyon yap pnr no afef uçuş saat ol planla hiçbir makul gerek sun uçuş saat ’e çekil ilet değişik nedeniyle önce yap ulaş program tamamen aksa i̇stanbul avrupa yaka ikamet et sabah erken saat havaliman ulaş neredeyse imkan hal gel konu ilgili müşteri hizmet iletişim geç gün başka bir uçuş ol belirt herhangi bir çöz sun uçuş saat erke alın nedeniyle mağdur ol ulaş desteğ talep ed planla şekil havaliman ulaş desteğ sağ ed müşteri̇ hi̇zmetleri̇ rötar,MÜŞTERİ HİZMETLERİ,RÖTAR,RÖTAR,0,0,0,0,1
uçuş saat erke alın nedeniyle ulaş mağduriyet tarih i̇stanbul sabiha gökçen’den batman ol uç yaklaşık bir ay önce ’ten tl öde kredi kart rezervasyon yap pnr no afef uçuş saat ol planla hiçbir makul gerek sun uçuş saat ’e çekil ilet değişik nedeniyle önce yap ulaş program tamamen aksa i̇stanbul avrupa yaka ikamet et sabah erken saat havaliman ulaş neredeyse imkan hal gel konu ilgili müşteri hizmet iletişim geç gün başka bir uçuş ol belirt herhangi bir çöz sun uçuş saat erke alın nedeniyle mağdur ol ulaş desteğ talep ed planla şekil havaliman ulaş desteğ sağ ed müşteri̇ hi̇zmetleri̇ rötar,MÜŞTERİ HİZMETLERİ,RÖTAR,RÖTAR,0,0,0,0,1
uç kır valiz i̇çin çöz bulun tarih van ankara aktar antalya yap uç mçs mark cm cm boyut iki valiz sağlam teslim et rağmen varış iki kırık ol al antalya havaliman ye hizmet başvur tutanak tutul yetkili bizzat iki valiz kırık ol tespit ed fotoğraf çek belgele buna rağmen süreç içinde ben defalarca ek belge fotoğraf iste i̇lk başta iki kırık valiz kabul ed kendi kayıt al rağmen sonra “valizinizi zaten kırık teslim etmişsiniz” gerçekle bağdaş hayat olağan ak aykırı bahane ileri sür üstelik iddia belgele antalya havaliman ban siyah renk yeni valiz öner ancak ben pastel sarı ton valiz tercih et öneri kabul et tutanak valiz fotoğraf jpg pdf format ’in online sistem yükle ayrıca el tutanak pdf’si mevcut tarih yana gün çöz bekl otomatik “i̇şleminiz devam ediyor” mai birbiri çeliş konu anla bir çalış cevap al hak taleb bulun ’si redded ’inde düşük bir ücret teklif ed müşteri hizmet telefon ulaş mümkün sadece yazış iletişim kur ana kadar herhangi bir maddi kayb ol fakat mağduriyet sinir bozuk devam ed ayrıca tarih tüket hakem heyet randevu var ’ten beklenti öncelikle müşteri ciddi al ayrıca pastel sarı renk yeni valiz tem ücret iade talep ed yaşa mağduriyet yazış görsel ek ol sun el fazla video resim var ancak sadece dosya yükle hakk ol maalesef ekle bagaj müşteri̇ hi̇zmetleri̇,BAGAJ,MÜŞTERİ HİZMETLERİ,BAGAJ,0,1,0,0,0
kayıp bagaj bir ay bulun çöz sun ağustos medine i̇zmir’e a jet yap uç bir adet bagaj kaybol uçuş sonra hemen i̇zmir havaliman kayıp eşya büro başvuru yap ayrıca a jet bagaj takip site online başvuru gerçek başvuru adbvf referans numara ver neredeyse bir ay geç rağmen bagaj hala bulun süreç a jet müşteri hizmet ara sefer sadece bekle gerek söylen herhangi bir çöz sun kayıp bagaj maddi değer yüksek bir eşya bulun birlikte mağduriyet gider ist bagaj bir an önce bulun oluş zarar karşı talep ed bagaj müşteri̇ hi̇zmetleri̇,BAGAJ,MÜŞTERİ HİZMETLERİ,BAGAJ,0,1,0,0,0
uçak i̇nişinden sonra terminal ulaş yaşa gecik mağduriyet eylül tarih gerçek denizlii̇stanbul sabiha gökçe uç uçağ park ala terminal ara mesafe son derece uzun ol nedeniyle ciddi bir zaman kayb yaşa ’te kalkış yap uçak ’da sabiha gökçe havaliman in ancak terminal çıkış ’i bul yaklaşık dakika boyunca otobüs terminal ulaş zor kal sadece ban yolcu mağduriyet yaşa önce özellikle denizli çıkış uç benzer sorun karşı uç olmadığ sıkıntı belirgin hal gel sefer yaşa gecik nedeniyle cenaze dua yetiş ben manevi ol oldukça üz bir tür mağduriyet tekrar yaşa adına uçak park ala terminal ara ulaş sürec iyi makul bir çöz bulun ed uygulamatekni̇k,UYGULAMA/TEKNİK,,UYGULAMA/TEKNİK,0,0,0,1,0
ajetuçuşunda valiz hasar gör mağduriyet gider ağustos tarih i̇stanbulbatman uç sonra bagaj teslimat sor yaşa valiz teslim al fermuar tekerlek kısm ciddi hasar ol gör hemen batman yetkili ilet şikayet bildir ban i̇stanbul havaliman tekrar başvur gerek ora direkt teslim al söylen ancak i̇stanbul’da tekrar başvur batman başvuru işle alın yardımcı ol belirt bagaj takip numara batman havaliman tutanak tutul ancak ban herhangi bir belge ver bagaj garanti kapsam seyahat sigorta yok hasar nedeniyle yeni bir valiz al zor kal ’ten yaşa mağduriyet gider ban yeni bir valiz te ed talep ed bagaj,BAGAJ,,BAGAJ,0,1,0,0,0
